"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=a900faca-a2b7-4ba8-ae07-9751e56fd286",1,0,560,560,560,560,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=a900faca-a2b7-4ba8-ae07-9751e56fd286",1,0,540,542,542,542,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=aa6f7a69-b6de-4db1-a00b-acf6fe04f6f6",1,0,540,536,536,536,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=aa6f7a69-b6de-4db1-a00b-acf6fe04f6f6",1,0,260,257,257,257,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=aa7d5e07-fc94-4373-b9f1-fd0cb7230257",1,0,700,702,702,702,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=aa7d5e07-fc94-4373-b9f1-fd0cb7230257",1,0,260,255,255,255,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=ac6209bd-9d22-49d0-aa3e-a1e63649b285",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=ac6209bd-9d22-49d0-aa3e-a1e63649b285",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=acb568f9-9b83-449c-890d-3a2b37a250e0",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=acb568f9-9b83-449c-890d-3a2b37a250e0",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=ad2a43fe-9b61-45ff-a8dc-07352ce63db4",1,0,330,329,329,329,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=ad2a43fe-9b61-45ff-a8dc-07352ce63db4",1,0,370,367,367,367,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=adfdd296-0791-4bfc-983d-565059609aa0",1,0,850,852,852,852,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=adfdd296-0791-4bfc-983d-565059609aa0",1,0,470,467,467,467,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=ae380e93-e025-4bbf-8c3b-df91a522dc61",1,0,580,580,580,580,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=ae380e93-e025-4bbf-8c3b-df91a522dc61",1,0,220,222,222,222,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=b0a11504-1bac-4be3-932b-a77e51b3969d",1,0,320,317,317,317,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=b0a11504-1bac-4be3-932b-a77e51b3969d",1,0,250,249,249,249,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=b1c4c9ca-abbd-459f-b260-b65b139f36da",1,0,310,313,313,313,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=b1c4c9ca-abbd-459f-b260-b65b139f36da",1,0,180,185,185,185,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=b2abd3df-4613-4b12-bede-e2e1cc03794c",1,0,610,609,609,609,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=b2abd3df-4613-4b12-bede-e2e1cc03794c",1,0,160,155,155,155,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=b33c4eb7-338c-4559-a498-ca9592ae4014",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=b33c4eb7-338c-4559-a498-ca9592ae4014",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=b8757c7e-a157-4520-8a89-6767ce0a0966",1,0,420,421,421,421,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=b8757c7e-a157-4520-8a89-6767ce0a0966",1,0,260,255,255,255,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=b9517284-80ef-43d7-923d-14db4549e775",1,0,410,412,412,412,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=b9517284-80ef-43d7-923d-14db4549e775",1,0,280,275,275,275,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=bc36dbd1-abdd-4627-aa50-c4d5f2ba171c",1,0,490,489,489,489,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=bc36dbd1-abdd-4627-aa50-c4d5f2ba171c",1,0,280,281,281,281,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=bc6177f6-6ea2-448f-87ac-db7bc9a506c2",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=bc6177f6-6ea2-448f-87ac-db7bc9a506c2",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=be31a991-d764-48b6-9f2e-da371df5c35a",1,0,520,518,518,518,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=be31a991-d764-48b6-9f2e-da371df5c35a",1,0,260,258,258,258,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=bfbe4c2c-33b5-435a-811d-1aa24fbf253b",1,0,430,431,431,431,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=bfbe4c2c-33b5-435a-811d-1aa24fbf253b",1,0,260,260,260,260,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=c01703af-2ac3-48e0-ab1d-51cca9025fea",1,0,1100,1073,1073,1073,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=c01703af-2ac3-48e0-ab1d-51cca9025fea",1,0,270,273,273,273,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=c024b2ef-3748-4c85-8c16-e2689c22001f",1,0,400,395,395,395,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=c024b2ef-3748-4c85-8c16-e2689c22001f",1,0,180,181,181,181,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=c117222f-ab47-45e7-9181-db889f243001",1,0,390,391,391,391,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=c117222f-ab47-45e7-9181-db889f243001",1,0,230,226,226,226,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=c18ca743-246a-4297-850f-80c5bbb43f03",1,0,290,286,286,286,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=c18ca743-246a-4297-850f-80c5bbb43f03",1,0,160,161,161,161,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=c30fc78c-7647-47b0-9c55-3a1c2cfdd2b8",1,0,310,306,306,306,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=c30fc78c-7647-47b0-9c55-3a1c2cfdd2b8",1,0,250,248,248,248,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=c33802d6-0efb-432a-a950-03a0d206bd65",1,0,580,581,581,581,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=c33802d6-0efb-432a-a950-03a0d206bd65",1,0,270,270,270,270,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=c3a4deb8-0ccf-4cf4-885c-be5bda2cef83",1,0,700,699,699,699,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=c3a4deb8-0ccf-4cf4-885c-be5bda2cef83",1,0,150,149,149,149,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=c82a68e3-5428-4eba-8541-9fd97d30a0e9",1,0,420,425,425,425,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=c82a68e3-5428-4eba-8541-9fd97d30a0e9",1,0,320,324,324,324,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=c8f9f4c9-27ea-4b9c-92a2-d77d61c28f5b",1,0,460,465,465,465,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=c8f9f4c9-27ea-4b9c-92a2-d77d61c28f5b",1,0,150,154,154,154,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=c974cd50-20f2-4658-810e-87587fdb07af",1,0,360,356,356,356,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=c974cd50-20f2-4658-810e-87587fdb07af",1,0,260,257,257,257,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=c9f72f19-6b6f-42b6-b4e2-4e4bc5790acd",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=c9f72f19-6b6f-42b6-b4e2-4e4bc5790acd",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=ca5f8d1d-7033-4c2e-8652-975eba439dc6",1,0,360,365,365,365,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=ca5f8d1d-7033-4c2e-8652-975eba439dc6",1,0,190,192,192,192,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=cac5259f-d015-42cc-a866-28f87d211d5a",1,0,450,448,448,448,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=cac5259f-d015-42cc-a866-28f87d211d5a",1,0,270,274,274,274,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=cad07ffd-5487-4409-9077-fc6aa9cb5ddf",1,0,370,373,373,373,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=cad07ffd-5487-4409-9077-fc6aa9cb5ddf",1,0,180,184,184,184,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=cb58b236-fa99-4b19-bb30-d6b04cb45bb4",1,0,570,566,566,566,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=cb58b236-fa99-4b19-bb30-d6b04cb45bb4",1,0,340,337,337,337,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=cc6e5b42-37d6-4bea-b842-c510f99bf129",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=cc6e5b42-37d6-4bea-b842-c510f99bf129",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=cce0f480-f82a-48cf-812e-fdb8ef1073f0",1,0,460,465,465,465,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=cce0f480-f82a-48cf-812e-fdb8ef1073f0",1,0,350,347,347,347,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=d053d696-dac2-4d74-9426-bc14923bc14e",1,0,300,305,305,305,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=d053d696-dac2-4d74-9426-bc14923bc14e",1,0,250,249,249,249,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=d4e36082-3940-4c2f-bf68-f0f83c8d3488",1,0,400,404,404,404,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=d4e36082-3940-4c2f-bf68-f0f83c8d3488",1,0,250,250,250,250,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=d75c38c9-3f45-47ce-8158-3bfbc8430b3a",1,0,480,475,475,475,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=d75c38c9-3f45-47ce-8158-3bfbc8430b3a",1,0,180,183,183,183,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=d9b8da25-4367-4ced-be9e-dec0885dce2c",1,0,520,521,521,521,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=d9b8da25-4367-4ced-be9e-dec0885dce2c",1,0,280,275,275,275,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=dc8be881-ded9-4418-b9f0-0782233a34ce",1,0,550,549,549,549,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=dc8be881-ded9-4418-b9f0-0782233a34ce",1,0,200,199,199,199,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=dd0c4158-3038-41a2-9620-e30e4431ddce",1,0,2700,2718,2718,2718,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=dd0c4158-3038-41a2-9620-e30e4431ddce",1,0,320,321,321,321,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=ddd48ce1-4735-47f0-8dbe-65648166bab4",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=ddd48ce1-4735-47f0-8dbe-65648166bab4",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=df84b161-a740-41ac-8895-fe13220ec114",1,0,350,349,349,349,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=df84b161-a740-41ac-8895-fe13220ec114",1,0,250,246,246,246,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=df8bcd88-7043-4434-a4eb-2873a8d4b6e8",1,0,500,499,499,499,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=df8bcd88-7043-4434-a4eb-2873a8d4b6e8",1,0,140,141,141,141,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=e0708ea9-645e-4cc8-9c25-1983d4fbf939",1,0,390,393,393,393,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=e0708ea9-645e-4cc8-9c25-1983d4fbf939",1,0,160,155,155,155,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=e2345254-12da-40f1-b84c-f989af1007ab",1,0,350,352,352,352,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=e2345254-12da-40f1-b84c-f989af1007ab",1,0,450,448,448,448,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=e38b86dc-0f7d-402a-bea6-b39ae5f171c8",1,0,460,457,457,457,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=e38b86dc-0f7d-402a-bea6-b39ae5f171c8",1,0,440,441,441,441,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=e3ac335e-1a1a-4db1-bd70-b68556801581",1,0,320,319,319,319,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=e3ac335e-1a1a-4db1-bd70-b68556801581",1,0,190,189,189,189,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=e6a452f6-44d6-45f7-a683-0ace6e8ca44b",1,0,3100,3075,3075,3075,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=e6a452f6-44d6-45f7-a683-0ace6e8ca44b",1,0,180,183,183,183,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=e6e8b45e-fed0-4624-a004-fbb1dccad70d",1,0,310,306,306,306,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=e6e8b45e-fed0-4624-a004-fbb1dccad70d",1,0,260,264,264,264,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=eb3c0ed3-1310-4743-9c7b-6f9934f269f6",1,0,310,310,310,310,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=eb3c0ed3-1310-4743-9c7b-6f9934f269f6",1,0,460,464,464,464,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=ed0b026d-3442-4508-a4d2-ccf0dd1823f0",1,0,590,594,594,594,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=ed0b026d-3442-4508-a4d2-ccf0dd1823f0",1,0,220,215,215,215,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=ed149207-85b2-482d-9f57-f3cda058bdf6",1,0,340,336,336,336,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=ed149207-85b2-482d-9f57-f3cda058bdf6",1,0,390,394,394,394,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=ede9f193-dcdb-4611-9b76-b2968f468d50",1,0,310,307,307,307,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=ede9f193-dcdb-4611-9b76-b2968f468d50",1,0,380,378,378,378,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=ee343869-d409-471a-8b03-db4ddee6fd79",1,0,440,443,443,443,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=ee343869-d409-471a-8b03-db4ddee6fd79",1,0,180,183,183,183,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=ee4b7d70-011c-422e-88fe-28ee1dc0f114",1,0,460,461,461,461,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=ee4b7d70-011c-422e-88fe-28ee1dc0f114",1,0,210,207,207,207,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=eebba924-d2e9-4115-9582-d5bdefeb2796",1,0,490,490,490,490,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=eebba924-d2e9-4115-9582-d5bdefeb2796",1,0,270,270,270,270,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=f031c308-a3f0-42ad-9c1f-e9b32dfd467e",1,0,360,360,360,360,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=f031c308-a3f0-42ad-9c1f-e9b32dfd467e",1,0,140,141,141,141,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=f1455682-4f71-49c4-8f73-b7725c618ccf",1,0,340,338,338,338,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=f1455682-4f71-49c4-8f73-b7725c618ccf",1,0,180,181,181,181,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=f1a1e175-0a7a-4391-8c9a-24405cae5ee8",1,0,460,461,461,461,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=f1a1e175-0a7a-4391-8c9a-24405cae5ee8",1,0,430,426,426,426,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=f28d5eda-c683-4f1a-8917-d4da6936d908",1,0,2800,2844,2844,2844,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=f28d5eda-c683-4f1a-8917-d4da6936d908",1,0,240,243,243,243,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=f3291f58-2c49-4e31-a1ea-767716c362a9",1,0,290,294,294,294,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=f3291f58-2c49-4e31-a1ea-767716c362a9",1,0,420,415,415,415,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=f3b566af-d885-46cb-a8fa-415e2c043f4f",1,0,1100,1119,1119,1119,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=f3b566af-d885-46cb-a8fa-415e2c043f4f",1,0,400,404,404,404,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=f58885b7-9880-4bb4-8761-0ffa2f6c75a5",1,0,300,304,304,304,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=f58885b7-9880-4bb4-8761-0ffa2f6c75a5",1,0,400,402,402,402,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=f58f8afa-4e23-4b1a-bc33-513741ef7e37",1,0,660,663,663,663,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=f58f8afa-4e23-4b1a-bc33-513741ef7e37",1,0,250,246,246,246,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=f89a01db-42c1-49af-a0ab-90f09f15aabd",1,0,480,479,479,479,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=f89a01db-42c1-49af-a0ab-90f09f15aabd",1,0,310,308,308,308,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=f925242a-db2f-42b4-90e3-d716a18e957e",1,0,520,524,524,524,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=f925242a-db2f-42b4-90e3-d716a18e957e",1,0,260,256,256,256,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=fcce09a4-7639-4dc9-afec-07c940f08f2b",1,0,330,327,327,327,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=fcce09a4-7639-4dc9-afec-07c940f08f2b",1,0,310,314,314,314,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=fcd4ccab-57d8-410d-a668-a9c0c062108a",1,0,380,379,379,379,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=fcd4ccab-57d8-410d-a668-a9c0c062108a",1,0,250,252,252,252,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=fd445692-3e66-475d-9964-41756210d171",1,0,310,306,306,306,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=fd445692-3e66-475d-9964-41756210d171",1,0,190,186,186,186,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=fe0a0cb2-148b-4854-8bdf-08136ed29704",1,0,550,554,554,554,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=fe0a0cb2-148b-4854-8bdf-08136ed29704",1,0,190,192,192,192,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=feac2e7d-b88a-49b2-ba6f-0292f0f98801",1,0,460,457,457,457,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=feac2e7d-b88a-49b2-ba6f-0292f0f98801",1,0,190,194,194,194,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=fed49dc1-85a5-4f27-9838-6394613d48a1",1,0,460,459,459,459,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=fed49dc1-85a5-4f27-9838-6394613d48a1",1,0,250,247,247,247,4701,0.01
"GET","/fablabs/jobs",218,0,210,354,139,3370,8821,1.88
"POST","/fablabs/jobs?machine=3D%20printer&lat=15.2546484&long=3",198,0,560,801,379,3673,404,1.71
"None","Total",1069,0,300,443,140,3673,8985,9.21